Group1; SecondsElapsed; DateTimePC; N88_NTC1 | N88_NTC2 | N88_TestSB || N89_NTC1 | N89_NTC2 | N89_TestSB || N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB
Group2; 750.349403; 2026-07-03 19:17:21.470116; 1282467 | 1282159 | 1285638 || 1286535 | 1282905 | 1282790 || 1286000 | 1284820 | 1287097 || 1284293 | 1286560 | 1282520
Group2; 759.500715; 2026-07-03 19:17:30.621428; 1283134 | 1282259 | 1285815 || 1286428 | 1283064 | 1282613 || 1286117 | 1284854 | 1286734 || 1284043 | 1286231 | 1282241
Group2; 768.652334; 2026-07-03 19:17:39.773047; 1282868 | 1282093 | 1285987 || 1286601 | 1283159 | 1282432 || 1286236 | 1284811 | 1286744 || 1283860 | 1286253 | 1282599
Group2; 777.803497; 2026-07-03 19:17:48.924210; 1282761 | 1282438 | 1286551 || 1287071 | 1283477 | 1282466 || 1286331 | 1284761 | 1286627 || 1284051 | 1286380 | 1282348
Group2; 786.940348; 2026-07-03 19:17:58.061061; 1282656 | 1282153 | 1285619 || 1286478 | 1282903 | 1282500 || 1286266 | 1284915 | 1286277 || 1283947 | 1285867 | 1282268
Group2; 796.091788; 2026-07-03 19:18:07.212501; 1282425 | 1282207 | 1286299 || 1286907 | 1283603 | 1282791 || 1286497 | 1285102 | 1286404 || 1284075 | 1285894 | 1281336
Group2; 805.24349; 2026-07-03 19:18:16.364203; 1282258 | 1281358 | 1285627 || 1285978 | 1282900 | 1282551 || 1285930 | 1284735 | 1286750 || 1283907 | 1286120 | 1282134
Group2; 814.3945; 2026-07-03 19:18:25.515213; 1282625 | 1281995 | 1285925 || 1286484 | 1283186 | 1282186 || 1286165 | 1284530 | 1286286 || 1283803 | 1285955 | 1281696
Group2; 823.546565; 2026-07-03 19:18:34.667278; 1282467 | 1281495 | 1285432 || 1286169 | 1282713 | 1282274 || 1285751 | 1284622 | 1286794 || 1283954 | 1285972 | 1281915
Group2; 832.698863; 2026-07-03 19:18:43.819576; 1282534 | 1281890 | 1285705 || 1286320 | 1283050 | 1282151 || 1285927 | 1284423 | 1286097 || 1283489 | 1285717 | 1281794
Group2; 841.845865; 2026-07-03 19:18:52.966578; 1282137 | 1281734 | 1285446 || 1286181 | 1282940 | 1282158 || 1286048 | 1284546 | 1286355 || 1283610 | 1285939 | 1281829
Group2; 850.967355; 2026-07-03 19:19:02.088068; 1282387 | 1281743 | 1285737 || 1286196 | 1283063 | 1282371 || 1286071 | 1284707 | 1286714 || 1283878 | 1285942 | 1281595
Group2; 860.112118; 2026-07-03 19:19:11.232831; 1282464 | 1281581 | 1285753 || 1286282 | 1283169 | 1282235 || 1286028 | 1284433 | 1286179 || 1283287 | 1285466 | 1281875
Group2; 869.258952; 2026-07-03 19:19:20.379665; 1282096 | 1281760 | 1286102 || 1286238 | 1283359 | 1282387 || 1285997 | 1284652 | 1286222 || 1283553 | 1285685 | 1281963
Group2; 878.408595; 2026-07-03 19:19:29.529308; 1282192 | 1281734 | 1285967 || 1286485 | 1283252 | 1282388 || 1286274 | 1284854 | 1286544 || 1283907 | 1285938 | 1281796
Group2; 887.560487; 2026-07-03 19:19:38.681200; 1282446 | 1281764 | 1285627 || 1286234 | 1282903 | 1282289 || 1285868 | 1284581 | 1286272 || 1283658 | 1285798 | 1281952
Group2; 896.710479; 2026-07-03 19:19:47.831192; 1282477 | 1281781 | 1285332 || 1286145 | 1282592 | 1282136 || 1285685 | 1284367 | 1286773 || 1283728 | 1286094 | 1281774
Group2; 905.861718; 2026-07-03 19:19:56.982431; 1282559 | 1281615 | 1285414 || 1286039 | 1282644 | 1282232 || 1285619 | 1284576 | 1286195 || 1283443 | 1285507 | 1281546
Group2; 914.996902; 2026-07-03 19:20:06.117615; 1282063 | 1281443 | 1285513 || 1285872 | 1282816 | 1282366 || 1285711 | 1284519 | 1286264 || 1283641 | 1285645 | 1281879
Group2; 924.148878; 2026-07-03 19:20:15.269591; 1282289 | 1281599 | 1285745 || 1286207 | 1283054 | 1282335 || 1286023 | 1284679 | 1286543 || 1283796 | 1285770 | 1281563
Group2; 933.300028; 2026-07-03 19:20:24.420741; 1282428 | 1281581 | 1285665 || 1286287 | 1282975 | 1282111 || 1285849 | 1284563 | 1286697 || 1283792 | 1285972 | 1281938
Group2; 942.451134; 2026-07-03 19:20:33.571847; 1282605 | 1281698 | 1285595 || 1286194 | 1282865 | 1282264 || 1285934 | 1284622 | 1286492 || 1283841 | 1285956 | 1282021
Group2; 951.604118; 2026-07-03 19:20:42.724831; 1282520 | 1281951 | 1285912 || 1286540 | 1283169 | 1282329 || 1286104 | 1284685 | 1286644 || 1283781 | 1285966 | 1281991
Group2; 960.755332; 2026-07-03 19:20:51.876045; 1282620 | 1281894 | 1285778 || 1286338 | 1283177 | 1282961 || 1286208 | 1285190 | 1286992 || 1284391 | 1286288 | 1282036
Group2; 969.906179; 2026-07-03 19:21:01.026892; 1282805 | 1282001 | 1286137 || 1286651 | 1283431 | 1282363 || 1286315 | 1284813 | 1286667 || 1283906 | 1286254 | 1282274
Group2; 979.042682; 2026-07-03 19:21:10.163395; 1282648 | 1282068 | 1285829 || 1286440 | 1283179 | 1282436 || 1286004 | 1284742 | 1286463 || 1283975 | 1286214 | 1281992
Group2; 988.194365; 2026-07-03 19:21:19.315078; 1282837 | 1281895 | 1285877 || 1286488 | 1283199 | 1282793 || 1286304 | 1285100 | 1286846 || 1284142 | 1286204 | 1282018
Group2; 997.346142; 2026-07-03 19:21:28.466855; 1282690 | 1281824 | 1285697 || 1286279 | 1283019 | 1282412 || 1285948 | 1284815 | 1286624 || 1283925 | 1285852 | 1281732
Group2; 1006.497457; 2026-07-03 19:21:37.618170; 1282424 | 1281652 | 1285508 || 1286121 | 1282697 | 1282077 || 1285718 | 1284558 | 1286539 || 1283763 | 1285796 | 1281781
Group2; 1015.648415; 2026-07-03 19:21:46.769128; 1282126 | 1281629 | 1285907 || 1286143 | 1283105 | 1282128 || 1286067 | 1284506 | 1286130 || 1283454 | 1285439 | 1281648
