Group1; SecondsElapsed; DateTimePC; N95_NTC1 | N95_NTC2 | N95_TestSB || N13_NTC1 | N13_NTC2 | N13_TestSB || N18_NTC1 | N18_NTC2 | N18_TestSB || N19_NTC1 | N19_NTC2 | N19_TestSB || N25_NTC1 | N25_NTC2 | N25_TestSB || N26_NTC1 | N26_NTC2 | N26_TestSB || N28_NTC1 | N28_NTC2 | N28_TestSB || N35_NTC1 | N35_NTC2 | N35_TestSB || N62_NTC1 | N62_NTC2 | N62_TestSB || N85_NTC1 | N85_NTC2 | N85_TestSB || N86_NTC1 | N86_NTC2 | N86_TestSB || N87_NTC1 | N87_NTC2 | N87_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB
Group1; 4014.985562; 2026-07-07 12:13:12.696262; 879696 | 881715 | 882516 || 880976 | 881324 | 884157 || 880363 | 878652 | 882256 || 883004 | 882485 | 883636 || 883134 | 885324 | 886633 || 884642 | 886416 | 887417 || 885407 | 16777216 | 888670 || 889966 | 887493 | 886777 || 887560 | 890781 | 890286 || 888490 | 887636 | 886874 || 891286 | 892787 | 891511 || 893159 | 892908 | 893235 || 893436 | 895731 | 893379; TOFFMS=0|752|1519|2287|3039|3807|4574|5326|6094|6862|7614|8381|9149|9901|10669|11437|12189|12957|13708|14476|15244|15996|16764|17532|18284|19052|19819|20571|21339|22107|22859|23628|24395|25147|25915|26667|27435|28203|28955
Group1; 4044.708187; 2026-07-07 12:13:42.418887; 893765 | 895890 | 896048 || 894661 | 895286 | 898101 || 894244 | 891929 | 896335 || 896748 | 896770 | 896834 || 897475 | 899537 | 900680 || 898851 | 900614 | 901129 || 899486 | 16777216 | 902791 || 904196 | 901564 | 900563 || 901719 | 905457 | 904781 || 902703 | 901906 | 901031 || 905400 | 906649 | 905386 || 907177 | 906763 | 907387 || 907602 | 909604 | 907580; TOFFMS=0|768|1520|2288|3055|3807|4576|5343|6095|6863|7631|8383|9151|9919|10671|11439|12207|12959|13727|14495|15247|16015|16767|17535|18303|19055|19823|20591|21343|22111|22878|23630|24398|25166|25918|26686|27454|28207|28974
Group1; 4074.450204; 2026-07-07 12:14:12.160904; 907585 | 909528 | 910494 || 908546 | 909225 | 912001 || 908270 | 906890 | 909986 || 910941 | 910512 | 910483 || 911400 | 913506 | 914334 || 912901 | 914533 | 915371 || 913819 | 16777216 | 916190 || 918615 | 916044 | 914234 || 916084 | 919716 | 918378 || 917132 | 916004 | 915631 || 919995 | 920910 | 919574 || 921370 | 921213 | 921054 || 922271 | 923900 | 921119; TOFFMS=0|752|1520|2288|3040|3808|4560|5328|6096|6848|7616|8384|9136|9904|10672|11424|12192|12960|13712|14480|15248|16000|16768|17520|18287|19055|19807|20575|21344|22095|22863|23631|24384|25151|25919|26671|27439|28207|28959
Group1; 4104.177244; 2026-07-07 12:14:41.887944; 922359 | 924397 | 924581 || 923512 | 923859 | 926523 || 923111 | 921687 | 924679 || 925495 | 925178 | 925744 || 925859 | 927664 | 928861 || 927213 | 928933 | 929379 || 927677 | 16777216 | 930966 || 933147 | 929881 | 928796 || 930635 | 934132 | 932897 || 931621 | 930039 | 929847 || 934233 | 935601 | 934221 || 935904 | 935686 | 936307 || 936284 | 938280 | 936432; TOFFMS=0|768|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10672|11440|12191|12960|13727|14479|15248|16015|16767|17535|18303|19055|19823|20575|21343|22111|22863|23631|24399|25151|25919|26687|27439|28207|28975
Group1; 4133.903971; 2026-07-07 12:15:11.614671; 936361 | 938368 | 938880 || 937838 | 937794 | 941143 || 937417 | 934975 | 939079 || 939729 | 939266 | 939314 || 939943 | 942264 | 943741 || 941741 | 943867 | 944507 || 942184 | 16777216 | 945581 || 947212 | 944923 | 943379 || 944996 | 948692 | 947829 || 946054 | 944975 | 944052 || 948397 | 950076 | 948757 || 950469 | 950354 | 950592 || 951086 | 953198 | 950476; TOFFMS=0|768|1536|2289|3056|3824|4576|5344|6096|6864|7632|8384|9152|9920|10672|11440|12208|12960|13728|14496|15248|16016|16784|17536|18304|19071|19824|20592|21343|22112|22879|23632|24400|25167|25919|26687|27455|28207|28975
Group1; 4163.647125; 2026-07-07 12:15:41.357825; 951217 | 953493 | 954012 || 952290 | 952464 | 955601 || 951623 | 950657 | 954212 || 954489 | 954387 | 954974 || 955236 | 957038 | 958393 || 956642 | 958169 | 958787 || 957225 | 16777216 | 960300 || 962062 | 959238 | 957965 || 959644 | 963700 | 962524 || 961129 | 959136 | 957550 || 963403 | 964516 | 963304 || 965270 | 964924 | 965412 || 965795 | 967938 | 965812; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9136|9904|10672|11424|12192|12960|13712|14480|15248|15999|16767|17535|18287|19056|19823|20576|21343|22111|22864|23631|24383|25151|25919|26671|27439|28207|28959
Group1; 4193.373944; 2026-07-07 12:16:11.084644; 965711 | 968097 | 968957 || 966706 | 967449 | 970553 || 966325 | 963639 | 968237 || 969170 | 968669 | 969445 || 969709 | 972118 | 973318 || 971360 | 973308 | 973942 || 971960 | 16777216 | 974873 || 977007 | 973960 | 972614 || 974414 | 978678 | 977088 || 975785 | 974725 | 973119 || 978247 | 979657 | 978055 || 979978 | 979941 | 980097 || 980936 | 982717 | 979806; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7632|8384|9152|9920|10672|11440|12192|12960|13728|14496|15248|16015|16768|17535|18303|19055|19823|20591|21343|22112|22879|23632|24399|25167|25919|26687|27455|28207|28975
Group1; 4223.116931; 2026-07-07 12:16:40.827631; 980873 | 983224 | 983308 || 981891 | 982553 | 985535 || 981495 | 979674 | 982888 || 984434 | 983951 | 984316 || 984546 | 986888 | 987833 || 985966 | 988249 | 988636 || 986865 | 16777216 | 989938 || 992221 | 989077 | 987738 || 989656 | 993633 | 992685 || 990934 | 989701 | 987645 || 993489 | 994883 | 993016 || 995460 | 994972 | 995561 || 995825 | 998005 | 995853; TOFFMS=0|752|1520|2272|3040|3808|4560|5328|6096|6848|7616|8384|9136|9904|10672|11424|12191|12959|13712|14480|15231|15999|16767|17520|18287|19056|19807|20576|21343|22095|22863|23631|24384|25151|25919|26671|27439|28207|28959
Group1; 4252.844071; 2026-07-07 12:17:10.554771; 995894 | 998224 | 998463 || 997211 | 997294 | 1000323 || 996510 | 994906 | 998134 || 999130 | 998610 | 999586 || 999124 | 1001751 | 1003265 || 1001275 | 1003456 | 1003924 || 1002195 | 16777216 | 1005190 || 1007388 | 1004426 | 1003039 || 1004718 | 1009075 | 1007659 || 1005595 | 1004232 | 1003057 || 1008660 | 1009833 | 1008423 || 1010648 | 1010229 | 1010265 || 1011274 | 1013407 | 1010852; TOFFMS=0|768|1520|2288|3040|3808|4576|5328|6096|6864|7615|8383|9151|9904|10671|11440|12191|12959|13727|14479|15247|16015|16768|17535|18303|19055|19823|20591|21343|22111|22879|23631|24399|25151|25919|26687|27439|28207|28975
Group1; 4282.570785; 2026-07-07 12:17:40.281485; 1011352 | 1013534 | 1014271 || 1012435 | 1012692 | 1015888 || 1011700 | 1009274 | 1013353 || 1014246 | 1014018 | 1015051 || 1015056 | 1017787 | 1018416 || 1016947 | 1018839 | 1019053 || 1017657 | 16777216 | 1020921 || 1022833 | 1019865 | 1018352 || 1020502 | 1024497 | 1022935 || 1021354 | 1019502 | 1019133 || 1024286 | 1025745 | 1023455 || 1026535 | 1025985 | 1026210 || 1027128 | 1029040 | 1026407; TOFFMS=0|768|1536|2288|3056|3824|4576|5344|6112|6864|7632|8400|9152|9920|10688|11440|12208|12976|13728|14496|15248|16016|16784|17536|18304|19071|19823|20591|21359|22112|22879|23647|24399|25167|25935|26687|27455|28223|28976
Group1; 4312.314016; 2026-07-07 12:18:10.024716; 1027180 | 1029351 | 1029983 || 1028317 | 1028941 | 1031406 || 1028007 | 1027603 | 1029620 || 1030746 | 1030089 | 1031300 || 1030959 | 1033516 | 1034876 || 1032712 | 1034554 | 1035467 || 1033401 | 16777216 | 1036952 || 1038917 | 1035699 | 1034240 || 1036010 | 1040453 | 1038931 || 1037239 | 1035477 | 1034738 || 1040063 | 1041410 | 1039420 || 1042123 | 1041658 | 1042126 || 1042663 | 1044981 | 1042238; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7616|8383|9152|9903|10672|11440|12192|12959|13727|14480|15248|16015|16768|17535|18303|19055|19823|20591|21343|22111|22879|23631|24399|25151|25919|26687|27439|28207|28975
Group1; 4342.040999; 2026-07-07 12:18:39.751699; 1042609 | 1045073 | 1045797 || 1044053 | 1044721 | 1047830 || 1043222 | 1040361 | 1046502 || 1045925 | 1046078 | 1046820 || 1047010 | 1049352 | 1050210 || 1048460 | 1050339 | 1051574 || 1049100 | 16777216 | 1052527 || 1054804 | 1051933 | 1050460 || 1052012 | 1056527 | 1055069 || 1053244 | 1051521 | 1050350 || 1055916 | 1057389 | 1055310 || 1058126 | 1057716 | 1057669 || 1058791 | 1061205 | 1058112; TOFFMS=0|768|1536|2288|3056|3824|4576|5344|6112|6864|7632|8400|9152|9919|10687|11439|12208|12976|13727|14495|15263|16015|16783|17535|18303|19071|19823|20591|21359|22111|22880|23647|24399|25167|25935|26687|27455|28223|28975
Group1; 4371.783859; 2026-07-07 12:19:09.494559; 1059078 | 1061285 | 1061906 || 1060035 | 1060545 | 1063765 || 1059653 | 1058661 | 1061249 || 1062394 | 1062065 | 1062670 || 1062797 | 1065383 | 1066235 || 1064618 | 1066691 | 1066898 || 1065111 | 16777216 | 1069229 || 1070744 | 1068043 | 1066432 || 1067764 | 1072563 | 1070763 || 1069308 | 1067628 | 1066721 || 1072056 | 1073718 | 1072097 || 1074264 | 1074241 | 1074658 || 1074967 | 1076868 | 1075027; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7616|8384|9152|9904|10672|11440|12192|12960|13727|14480|15247|16016|16767|17535|18304|19055|19824|20591|21343|22111|22879|23631|24399|25167|25919|26687|27439|28207|28975
Group1; 4401.511269; 2026-07-07 12:19:39.221969; 1074816 | 1077154 | 1077856 || 1075993 | 1076936 | 1079690 || 1075439 | 1073206 | 1077618 || 1078754 | 1078527 | 1079163 || 1079240 | 1081480 | 1082915 || 1080715 | 1082843 | 1083401 || 1081255 | 16777216 | 1085622 || 1086962 | 1083873 | 1083085 || 1084180 | 1088571 | 1087753 || 1085483 | 1083616 | 1083473 || 1088582 | 1090081 | 1088302 || 1090762 | 1090719 | 1090750 || 1091428 | 1093362 | 1090509; TOFFMS=0|767|1535|2287|3056|3824|4575|5344|6111|6864|7631|8399|9151|9919|10687|11439|12207|12975|13727|14495|15263|16015|16783|17535|18303|19071|19823|20591|21359|22111|22879|23647|24399|25167|25935|26687|27455|28222|28975
Group1; 4431.253756; 2026-07-07 12:20:08.964456; 1091361 | 1093971 | 1094575 || 1092412 | 1093428 | 1096880 || 1091525 | 1090060 | 1094766 || 1094991 | 1094501 | 1095483 || 1095565 | 1097967 | 1099198 || 1097169 | 1099480 | 1099997 || 1098305 | 16777216 | 1101819 || 1103929 | 1100410 | 1099124 || 1100942 | 1105515 | 1103840 || 1102112 | 1100176 | 1100191 || 1105227 | 1106841 | 1104583 || 1107771 | 1106278 | 1106904 || 1107955 | 1109847 | 1107530; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7616|8384|9152|9904|10672|11440|12192|12960|13728|14480|15248|16015|16768|17536|18303|19055|19824|20592|21343|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4460.980735; 2026-07-07 12:20:38.691435; 1107870 | 1110453 | 1111180 || 1109324 | 1109783 | 1113009 || 1108638 | 1105178 | 1109408 || 1111687 | 1111361 | 1112450 || 1112604 | 1114932 | 1115968 || 1113863 | 1116223 | 1116057 || 1114521 | 16777216 | 1118517 || 1120188 | 1117037 | 1115515 || 1117519 | 1122113 | 1120689 || 1119133 | 1117231 | 1115398 || 1121727 | 1123204 | 1121066 || 1123988 | 1123607 | 1123441 || 1124522 | 1126894 | 1123405; TOFFMS=0|768|1536|2288|3056|3824|4576|5344|6112|6864|7632|8400|9152|9920|10688|11440|12208|12975|13728|14495|15263|16016|16784|17535|18304|19072|19823|20591|21360|22112|22879|23647|24399|25167|25935|26687|27455|28223|28975
Group1; 4490.724434; 2026-07-07 12:21:08.435134; 1124324 | 1126974 | 1127625 || 1125781 | 1126255 | 1129330 || 1125252 | 1123413 | 1125736 || 1127987 | 1127585 | 1128787 || 1128660 | 1131524 | 1132302 || 1130820 | 1132908 | 1133426 || 1131740 | 16777216 | 1135423 || 1137659 | 1133989 | 1132277 || 1134253 | 1138949 | 1137709 || 1135405 | 1133691 | 1132825 || 1138107 | 1140029 | 1138278 || 1140724 | 1140788 | 1141112 || 1141939 | 1143839 | 1140901; TOFFMS=0|767|1519|2288|3055|3807|4575|5343|6096|6863|7615|8383|9151|9903|10671|11439|12191|12959|13727|14479|15247|16015|16767|17535|18303|19055|19823|20590|21342|22111|22878|23631|24398|25167|25918|26687|27454|28206|28974
Group1; 4520.466581; 2026-07-07 12:21:38.177281; 1141522 | 1144149 | 1144826 || 1143063 | 1143320 | 1146200 || 1142319 | 1141007 | 1141580 || 1145563 | 1144919 | 1146283 || 1146231 | 1148932 | 1150389 || 1148098 | 1150007 | 1150902 || 1148797 | 16777216 | 1152327 || 1154487 | 1150836 | 1149541 || 1151375 | 1156054 | 1154298 || 1152676 | 1151213 | 1150243 || 1155889 | 1157282 | 1155501 || 1158089 | 1158325 | 1157683 || 1159162 | 1161661 | 1157617; TOFFMS=0|752|1520|2272|3040|3808|4560|5328|6096|6848|7616|8384|9136|9904|10672|11424|12192|12960|13712|14480|15248|15999|16767|17535|18287|19056|19807|20575|21343|22095|22863|23631|24383|25152|25919|26671|27439|28207|28959
Group1; 4550.193646; 2026-07-07 12:22:07.904346; 1158923 | 1161830 | 1161794 || 1159718 | 1160932 | 1164503 || 1159311 | 1157187 | 1162002 || 1162949 | 1161697 | 1163299 || 1162594 | 1166022 | 1167469 || 1165036 | 1167378 | 1167767 || 1166200 | 16777216 | 1169901 || 1172039 | 1168466 | 1167077 || 1168913 | 1173833 | 1172235 || 1170494 | 1168234 | 1166016 || 1173285 | 1175064 | 1172454 || 1175925 | 1175452 | 1175909 || 1176394 | 1178915 | 1176081; TOFFMS=0|768|1520|2288|3057|3808|4576|5344|6096|6864|7632|8384|9152|9920|10672|11440|12192|12960|13728|14496|15248|16015|16767|17535|18303|19055|19823|20591|21343|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4579.936558; 2026-07-07 12:22:37.647258; 1176408 | 1178880 | 1179661 || 1177988 | 1178271 | 1181753 || 1177052 | 1175140 | 1179674 || 1180433 | 1179925 | 1180957 || 1181329 | 1183854 | 1184955 || 1182914 | 1185343 | 1186261 || 1184320 | 16777216 | 1186836 || 1190203 | 1186682 | 1184168 || 1186752 | 1191545 | 1190114 || 1187989 | 1186387 | 1184122 || 1190956 | 1192859 | 1190265 || 1193481 | 1193027 | 1193474 || 1193863 | 1196740 | 1194137; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6848|7616|8384|9136|9904|10672|11424|12192|12960|13712|14479|15247|16000|16768|17535|18287|19055|19823|20576|21343|22111|22864|23632|24383|25152|25919|26671|27439|28207|28959
Group1; 4609.663615; 2026-07-07 12:23:07.374315; 1194369 | 1196947 | 1197487 || 1195233 | 1196026 | 1199528 || 1194512 | 1191292 | 1196689 || 1198207 | 1197810 | 1198853 || 1199024 | 1201728 | 1203100 || 1200806 | 1203088 | 1204162 || 1201934 | 16777216 | 1205221 || 1207485 | 1204312 | 1202122 || 1204654 | 1209717 | 1208391 || 1205466 | 1204345 | 1202682 || 1209363 | 1210706 | 1208592 || 1211528 | 1211270 | 1211777 || 1212401 | 1214816 | 1211867; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7632|8384|9152|9919|10672|11440|12207|12960|13728|14495|15248|16016|16767|17535|18303|19055|19823|20591|21343|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4639.406531; 2026-07-07 12:23:37.117231; 1212110 | 1215391 | 1215599 || 1213328 | 1214147 | 1217087 || 1212254 | 1210869 | 1215397 || 1216268 | 1215384 | 1216303 || 1216170 | 1219534 | 1220911 || 1218164 | 1221039 | 1221741 || 1219665 | 16777216 | 1223530 || 1226187 | 1222509 | 1220719 || 1222793 | 1227794 | 1226516 || 1224124 | 1222521 | 1220782 || 1226845 | 1229132 | 1227029 || 1229679 | 1229160 | 1229450 || 1230838 | 1233100 | 1229699; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9136|9904|10672|11424|12191|12960|13711|14480|15247|15999|16767|17535|18287|19055|19823|20575|21343|22111|22863|23631|24399|25151|25919|26671|27439|28207|28959
Group1; 4669.13384; 2026-07-07 12:24:06.844540; 1230987 | 1233310 | 1234251 || 1231873 | 1232724 | 1236315 || 1230738 | 1229566 | 1232265 || 1234666 | 1234621 | 1235050 || 1235726 | 1238132 | 1239375 || 1237397 | 1239556 | 1240713 || 1238197 | 16777216 | 1241454 || 1244798 | 1240784 | 1238696 || 1241501 | 1246367 | 1244307 || 1242748 | 1240217 | 1239558 || 1245683 | 1247639 | 1244855 || 1249023 | 1248327 | 1248119 || 1249323 | 1251641 | 1247647; TOFFMS=0|768|1520|2288|3056|3808|4576|5343|6096|6864|7632|8383|9151|9919|10671|11439|12207|12959|13727|14495|15247|16015|16783|17535|18303|19071|19823|20591|21343|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4698.876539; 2026-07-07 12:24:36.587239; 1249054 | 1252080 | 1252679 || 1251021 | 1250962 | 1254091 || 1249863 | 1247555 | 1249023 || 1253402 | 1252895 | 1253679 || 1254355 | 1256661 | 1258518 || 1255962 | 1258596 | 1259757 || 1256547 | 16777216 | 1260896 || 1263555 | 1259704 | 1257797 || 1259902 | 1264671 | 1263036 || 1261223 | 1258486 | 1257973 || 1264794 | 1266250 | 1264406 || 1267280 | 1266975 | 1267101 || 1268306 | 1270513 | 1266914; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10672|11424|12192|12959|13711|14480|15248|15999|16767|17535|18287|19055|19823|20575|21343|22111|22863|23631|24399|25151|25919|26671|27439|28207|28959
Group1; 4728.603527; 2026-07-07 12:25:06.314227; 1268057 | 1271014 | 1271293 || 1269615 | 1270138 | 1273238 || 1268434 | 1266040 | 1270173 || 1272268 | 1271525 | 1273020 || 1272580 | 1275577 | 1277493 || 1274793 | 1277478 | 1277969 || 1275499 | 16777216 | 1279860 || 1282155 | 1278461 | 1277166 || 1278915 | 1283891 | 1282554 || 1280034 | 1277871 | 1276550 || 1282944 | 1285087 | 1282793 || 1286343 | 1285767 | 1286391 || 1286621 | 1289938 | 1286640; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7632|8384|9152|9920|10672|11439|12207|12959|13728|14495|15247|16015|16783|17536|18303|19071|19823|20591|21343|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4758.346492; 2026-07-07 12:25:36.057192; 1286879 | 1290081 | 1290261 || 1288623 | 1289092 | 1292844 || 1287732 | 1283592 | 1289878 || 1291380 | 1291402 | 1291726 || 1292287 | 1294883 | 1296575 || 1293939 | 1296479 | 1297439 || 1295102 | 16777216 | 1298878 || 1301607 | 1297303 | 1295781 || 1298074 | 1303172 | 1301326 || 1299301 | 1296458 | 1296560 || 1302861 | 1304791 | 1301846 || 1305899 | 1305154 | 1305255 || 1306546 | 1309145 | 1305511; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10672|11424|12191|12960|13712|14480|15248|16000|16767|17535|18287|19055|19823|20575|21343|22111|22863|23631|24399|25151|25919|26687|27439|28207|28959
Group1; 4788.073861; 2026-07-07 12:26:05.784561; 1306443 | 1309176 | 1310203 || 1308130 | 1308290 | 1311476 || 1306903 | 1304060 | 1307064 || 1310733 | 1309782 | 1311031 || 1311414 | 1313823 | 1315729 || 1312650 | 1315615 | 1316403 || 1314282 | 16777216 | 1318286 || 1321410 | 1316610 | 1314689 || 1317724 | 1322456 | 1320703 || 1319173 | 1315648 | 1315267 || 1322268 | 1324107 | 1321620 || 1325285 | 1324601 | 1325150 || 1325810 | 1328579 | 1324865; TOFFMS=0|767|1520|2287|3055|3807|4575|5343|6095|6863|7631|8383|9151|9919|10671|11439|12207|12959|13727|14495|15247|16015|16783|17535|18303|19055|19823|20591|21343|22111|22879|23631|24399|25167|25919|26687|27455|28206|28975
Group1; 4817.816476; 2026-07-07 12:26:35.527176; 1326032 | 1329068 | 1329635 || 1327729 | 1328395 | 1331157 || 1326215 | 1324219 | 1327256 || 1330269 | 1329820 | 1330040 || 1331069 | 1333950 | 1335860 || 1333172 | 1335328 | 1336345 || 1334509 | 16777216 | 1338047 || 1341362 | 1336973 | 1334383 || 1337645 | 1342646 | 1340557 || 1339003 | 1336437 | 1334415 || 1341993 | 1343651 | 1341432 || 1345379 | 1344458 | 1344722 || 1346135 | 1348775 | 1344747; TOFFMS=0|752|1521|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10671|11423|12192|12959|13711|14479|15248|15999|16767|17535|18287|19055|19823|20575|21343|22111|22863|23631|24399|25151|25919|26687|27439|28207|28959
Group1; 4847.543417; 2026-07-07 12:27:05.254117; 1346131 | 1348762 | 1348969 || 1347424 | 1347779 | 1352069 || 1346182 | 1342334 | 1348212 || 1350016 | 1349194 | 1351108 || 1350810 | 1353639 | 1355860 || 1352553 | 1355627 | 1356554 || 1354158 | 16777216 | 1358404 || 1360815 | 1356899 | 1355345 || 1356984 | 1362858 | 1361296 || 1358956 | 1356349 | 1355196 || 1361438 | 1363756 | 1361534 || 1365145 | 1364316 | 1364434 || 1365986 | 1368805 | 1364759; TOFFMS=0|768|1520|2288|3056|3808|4576|5344|6096|6864|7632|8384|9152|9920|10672|11439|12208|12959|13728|14496|15248|16016|16783|17535|18304|19071|19824|20591|21343|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4877.286296; 2026-07-07 12:27:34.996996; 1366422 | 1369110 | 1369663 || 1367001 | 1368155 | 1371558 || 1366424 | 1362719 | 1366941 || 1370469 | 1369013 | 1370436 || 1370482 | 1373871 | 1375585 || 1372867 | 1376191 | 1377294 || 1374508 | 16777216 | 1377433 || 1381518 | 1376983 | 1374446 || 1377471 | 1382985 | 1380266 || 1379026 | 1375793 | 1375223 || 1382455 | 1383411 | 1381174 || 1385455 | 1384808 | 1384705 || 1385953 | 1388665 | 1384768; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10672|11440|12192|12960|13712|14480|15247|15999|16767|17535|18288|19055|19824|20575|21343|22111|22863|23631|24399|25151|25919|26688|27439|28207|28975
Group1; 4907.013613; 2026-07-07 12:28:04.724313; 1386265 | 1389749 | 1388960 || 1387735 | 1388192 | 1391243 || 1386520 | 1383036 | 1386353 || 1390399 | 1389763 | 1390497 || 1390966 | 1394579 | 1395845 || 1393122 | 1396369 | 1396170 || 1394497 | 16777216 | 1398891 || 1401911 | 1397434 | 1394902 || 1398161 | 1403103 | 1401139 || 1399098 | 1395712 | 1395155 || 1402636 | 1404460 | 1401888 || 1405208 | 1405624 | 1405364 || 1406894 | 1409565 | 1405077; TOFFMS=0|768|1536|2288|3056|3808|4575|5343|6096|6863|7632|8384|9151|9919|10671|11439|12207|12959|13727|14495|15247|16015|16783|17535|18303|19071|19823|20591|21359|22111|22879|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 4936.756103; 2026-07-07 12:28:34.466803; 1406820 | 1410143 | 1410518 || 1407641 | 1408517 | 1412432 || 1407276 | 1403990 | 1407504 || 1411474 | 1410432 | 1411562 || 1411441 | 1414652 | 1415993 || 1413271 | 1416632 | 1417566 || 1414690 | 16777216 | 1418596 || 1422620 | 1417388 | 1415223 || 1418382 | 1424156 | 1421999 || 1419616 | 1416878 | 1415252 || 1423193 | 1425433 | 1422246 || 1425863 | 1425555 | 1426583 || 1426886 | 1429348 | 1425104; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10672|11440|12192|12960|13712|14479|15247|16000|16768|17536|18287|19055|19823|20575|21344|22111|22863|23631|24399|25151|25919|26687|27439|28207|28975
Group1; 4966.483092; 2026-07-07 12:29:04.193792; 1427178 | 1430035 | 1430489 || 1428180 | 1428843 | 1432579 || 1426815 | 1425027 | 1427168 || 1431606 | 1430199 | 1431430 || 1431753 | 1434929 | 1436204 || 1434127 | 1436633 | 1436840 || 1435506 | 16777216 | 1439325 || 1442756 | 1438201 | 1435455 || 1438725 | 1444719 | 1442083 || 1439975 | 1437177 | 1436175 || 1443243 | 1445556 | 1442256 || 1446751 | 1446090 | 1447105 || 1448183 | 1450311 | 1446023; TOFFMS=0|768|1536|2288|3056|3808|4576|5344|6096|6864|7632|8384|9152|9920|10672|11440|12207|12960|13728|14496|15248|16016|16784|17535|18303|19071|19823|20591|21359|22111|22879|23631|24399|25167|25919|26687|27456|28207|28975
Group1; 4996.226053; 2026-07-07 12:29:33.936753; 1447864 | 1451039 | 1451229 || 1449036 | 1449581 | 1452926 || 1447851 | 1444411 | 1448225 || 1451946 | 1450878 | 1452394 || 1452707 | 1455971 | 1457754 || 1455245 | 1457723 | 1457982 || 1456570 | 16777216 | 1460295 || 1463908 | 1458745 | 1456877 || 1459775 | 1465650 | 1464009 || 1460505 | 1457221 | 1456012 || 1464208 | 1467549 | 1464200 || 1467882 | 1467834 | 1467072 || 1468685 | 1471233 | 1467069; TOFFMS=0|752|1520|2288|3040|3808|4576|5328|6096|6864|7616|8384|9152|9904|10672|11440|12192|12960|13712|14480|15248|16000|16768|17535|18287|19055|19824|20575|21343|22111|22863|23631|24399|25151|25919|26687|27439|28207|28975
Group1; 5025.953073; 2026-07-07 12:30:03.663773; 1468861 | 1472235 | 1472693 || 1470513 | 1470758 | 1474751 || 1469139 | 1465159 | 1469517 || 1473356 | 1472054 | 1473264 || 1474147 | 1477228 | 1479144 || 1476093 | 1479271 | 1480182 || 1477653 | 16777216 | 1481565 || 1484946 | 1480716 | 1478517 || 1481264 | 1486962 | 1484880 || 1482582 | 1479561 | 1477831 || 1486627 | 1488454 | 1484637 || 1489544 | 1488696 | 1489121 || 1490785 | 1493467 | 1488239; TOFFMS=0|768|1536|2288|3056|3808|4576|5344|6096|6864|7632|8384|9152|9920|10672|11440|12208|12960|13727|14496|15248|16016|16784|17535|18303|19071|19824|20591|21359|22111|22880|23631|24399|25167|25919|26687|27455|28207|28975
Group1; 5055.696314; 2026-07-07 12:30:33.407014; 1490733 | 1493793 | 1494520 || 1491917 | 1492690 | 1497344 || 1490185 | 1488524 | 1493114 || 1495206 | 1494164 | 1495692 || 1495869 | 1498838 | 1500746 || 1497977 | 1501272 | 1501828 || 1499948 | 16777216 | 1503236 || 1506951 | 1501972 | 1500237 || 1502871 | 1508859 | 1505816 || 1504384 | 1500297 | 1500705 || 1508068 | 1509413 | 1506697 || 1511657 | 1510688 | 1511177 || 1511915 | 1514967 | 1510964; TOFFMS=0|752|1520|2288|3040|3808|4576|5327|6096|6863|7616|8384|9152|9904|10671|11440|12192|12959|13727|14479|15247|15999|16767|17535|18287|19056|19823|20575|21343|22111|22863|23631|24399|25151|25919|26687|27439|28207|28975
